popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,vibe
22,262586,False,0.648,0.68,5,-9.002,0,0.105,0.549,9.98e-06,0.0417,0.959,115.9,4,romantic
31,173397,False,0.485,0.486,2,-6.95,1,0.0309,0.365,0.0125,0.14,0.688,90.117,4,romantic
54,86773,False,0.429,0.839,6,-9.123,1,0.0466,0.916,0.767,0.12,0.808,109.997,3,romantic
0,225960,False,0.603,0.731,4,-8.621,1,0.0759,0.819,6.14e-06,0.13,0.936,96.618,4,romantic
10,417186,False,0.448,0.411,11,-10.141,1,0.0292,0.807,0.807,0.121,0.471,89.475,4,focus
41,318750,False,0.451,0.643,6,-6.237,1,0.051,0.0124,0.951,0.122,0.15,128.052,4,focus
18,440310,False,0.258,0.477,1,-10.935,1,0.0425,0.0339,0.828,0.718,0.035,136.239,4,focus
50,250973,False,0.293,0.642,0,-12.68,1,0.0396,0.0721,0.941,0.133,0.363,112.23,5,focus
48,124235,False,0.497,0.287,9,-13.128,0,0.0331,0.641,0.899,0.117,0.205,84.935,4,focus
18,151360,False,0.637,0.612,7,-9.471,1,0.0322,0.464,0.869,0.233,0.903,119.823,4,focus
42,433218,False,0.744,0.593,11,-11.791,1,0.0466,0.16,0.888,0.0616,0.0694,125.996,4,focus
63,211500,False,0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,4,focus
18,280600,False,0.069,0.721,0,-6.426,0,0.0708,0.000429,0.891,0.134,0.0351,70.306,4,focus
43,183720,False,0.402,0.301,7,-12.467,1,0.032,0.786,0.902,0.102,0.0896,79.723,4,focus
15,96000,False,0.752,0.313,10,-13.688,0,0.078,0.398,0.847,0.198,0.359,79.961,4,focus
58,208706,False,0.395,0.415,3,-8.461,1,0.0338,0.242,0.912,0.134,0.143,126.875,4,focus
50,125250,False,0.427,0.0598,2,-30.727,1,0.0412,0.992,0.961,0.0995,0.364,98.207,4,focus
22,350026,False,0.701,0.488,6,-13.892,0,0.0455,0.000212,0.898,0.114,0.278,127.575,4,focus
50,298306,False,0.624,0.448,8,-19.065,1,0.0533,0.116,0.874,0.112,0.0391,94.516,4,focus
25,112674,False,0.601,0.406,2,-9.498,1,0.113,0.565,0.958,0.32,0.039,85.974,4,focus
50,174333,False,0.14,0.0739,4,-22.458,0,0.0437,0.916,0.947,0.0961,0.0313,141.524,3,focus
0,304230,False,0.494,0.366,7,-21.035,0,0.0292,0.939,0.831,0.0882,0.613,145.047,4,focus
36,117000,False,0.214,0.492,1,-31.794,1,0.0957,0.9,0.983,0.537,0.181,71.095,4,focus
34,107586,False,0.859,0.45,9,-6.839,1,0.0519,0.682,0.905,0.149,0.267,145.009,4,focus
47,236186,False,0.839,0.556,9,-10.164,0,0.158,0.528,0.874,0.16,0.11,118.033,4,focus
10,173933,False,0.625,0.672,1,-13.566,1,0.099,0.532,0.92,0.0977,0.902,99.992,4,focus
7,643484,False,0.773,0.315,7,-14.945,1,0.0987,0.0309,0.925,0.0792,0.0467,122.027,4,focus
34,62000,False,0.0,0.0052,8,-17.886,1,0.0,0.108,0.555,0.589,0.0,0.0,0,focus
49,691306,False,0.415,0.576,4,-11.628,0,0.0331,0.834,0.808,0.698,0.556,100.54,4,focus
24,130369,False,0.44,0.351,5,-17.708,0,0.0768,0.826,0.939,0.12,0.147,79.937,4,focus
54,120386,False,0.137,0.313,1,-17.088,1,0.0386,0.487,0.918,0.111,0.131,97.365,4,focus
58,619263,False,0.305,0.372,4,-15.089,0,0.0432,0.499,0.723,0.637,0.125,131.245,3,focus
19,82031,False,0.426,0.538,1,-9.927,1,0.0316,0.229,0.544,0.111,0.0399,89.338,4,focus
16,142358,False,0.503,0.313,1,-13.43,1,0.0315,0.79,0.865,0.112,0.3,137.686,4,focus
40,101647,False,0.752,0.424,11,-8.615,0,0.0663,0.39,0.916,0.0933,0.375,85.034,4,focus
20,197213,False,0.0828,0.194,7,-17.49,1,0.0349,0.898,0.932,0.0672,0.0489,171.933,3,focus
9,280831,False,0.154,0.392,7,-20.114,1,0.069,0.77,0.942,0.0906,0.0399,134.161,3,focus
7,309952,False,0.77,0.384,6,-14.226,0,0.0795,2.56e-06,0.928,0.0735,0.144,144.999,4,focus
32,437157,False,0.8,0.626,10,-11.735,0,0.0574,0.441,0.899,0.112,0.335,125.0,1,focus
58,201154,False,0.524,0.238,7,-11.162,1,0.0423,0.657,0.926,0.16,0.12,78.018,4,focus
33,77883,False,0.196,0.448,10,-23.336,1,0.0706,0.65,0.93,0.208,0.0235,109.135,4,focus
6,139500,False,0.535,0.354,4,-9.706,1,0.0401,0.174,0.738,0.15,0.419,77.752,4,focus
60,153524,False,0.368,0.0272,7,-24.72,1,0.043,0.99,0.915,0.103,0.51,79.307,4,focus
22,404387,False,0.657,0.397,0,-12.462,1,0.0266,0.408,0.804,0.168,0.194,92.041,4,focus
30,98000,False,0.315,0.516,1,-8.112,0,0.0622,0.859,0.947,0.115,0.184,188.325,3,focus
51,194293,False,0.839,0.233,3,-13.539,1,0.0413,0.745,0.747,0.105,0.777,125.597,4,focus
11,148160,False,0.679,0.56,5,-8.156,1,0.0306,0.562,0.961,0.0696,0.868,101.198,4,focus
27,314506,False,0.678,0.412,4,-17.291,0,0.0412,0.746,0.908,0.106,0.231,120.007,4,focus
6,219000,False,0.332,0.419,6,-10.043,0,0.0485,0.15,0.894,0.118,0.0598,96.186,4,focus
12,274074,False,0.159,0.0903,2,-27.44,1,0.0359,0.841,0.93,0.123,0.0364,59.246,5,focus
28,132973,False,0.643,0.226,8,-19.726,1,0.0982,0.253,0.808,0.0999,0.823,81.968,4,focus
0,254000,False,0.258,0.247,0,-17.379,1,0.0412,0.904,0.934,0.608,0.039,120.3,4,focus
76,242142,False,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,focus
43,224022,False,0.0661,1.0,10,-16.847,1,0.0535,0.358,0.98,0.898,1e-05,75.146,4,focus
9,506746,False,0.79,0.242,9,-20.654,1,0.179,0.000191,0.922,0.111,0.122,143.96,4,focus
63,201600,False,0.143,0.00772,2,-41.739,1,0.0446,0.867,0.956,0.0937,0.0366,139.474,4,focus
13,524318,False,0.415,0.475,1,-15.017,0,0.0357,0.065,0.826,0.0922,0.243,120.54,4,focus
36,154180,False,0.418,0.152,0,-14.617,1,0.107,0.866,0.949,0.0962,0.152,147.867,4,focus
65,258483,False,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,4,focus
20,193340,False,0.744,0.301,0,-15.836,1,0.0537,0.73,0.858,0.13,0.68,117.325,4,focus
27,179000,False,0.757,0.382,6,-10.373,0,0.0479,0.699,0.829,0.11,0.284,120.095,4,focus
22,232813,False,0.288,0.726,2,-6.752,1,0.0333,0.00056,0.848,0.359,0.603,77.521,4,focus
50,404818,False,0.674,0.496,10,-14.709,0,0.0357,0.281,0.929,0.11,0.398,112.011,4,focus
18,246360,False,0.293,0.455,7,-11.947,1,0.0398,0.742,0.904,0.106,0.285,114.971,4,focus
32,65248,False,0.0,0.000687,10,-49.531,0,0.0,0.908,0.943,0.101,0.0,0.0,0,focus
0,286659,False,0.302,0.382,0,-13.66,1,0.0362,0.701,0.837,0.11,0.0508,123.964,4,focus
36,164488,False,0.671,0.323,9,-10.097,0,0.0272,0.318,0.885,0.112,0.215,88.025,4,focus
55,360705,False,0.804,0.406,7,-11.154,0,0.0472,0.023,0.837,0.106,0.124,120.012,4,focus
63,222250,False,0.653,0.604,7,-10.177,0,0.0327,0.0448,0.908,0.255,0.0768,119.98,4,focus
38,192410,False,0.46,0.33,9,-10.865,0,0.0736,0.909,0.863,0.234,0.29,83.558,4,focus
22,182066,False,0.552,0.235,5,-17.955,1,0.0321,0.699,0.805,0.13,0.205,111.841,3,focus
32,126358,False,0.648,0.588,7,-11.268,1,0.0375,0.691,0.88,0.693,0.292,80.013,4,focus
20,371560,False,0.131,0.0737,7,-25.891,1,0.0399,0.952,0.963,0.626,0.104,77.945,4,focus
68,264453,False,0.233,0.471,5,-10.947,1,0.0294,0.363,0.828,0.113,0.277,182.161,4,focus
41,377402,False,0.813,0.414,7,-11.357,0,0.05,0.0278,0.846,0.319,0.117,120.011,4,focus
56,600121,False,0.799,0.484,2,-10.484,0,0.0409,0.564,0.93,0.0863,0.136,128.006,4,focus
25,97000,False,0.562,0.472,7,-12.46,1,0.0322,0.895,0.921,0.232,0.801,128.361,4,focus
53,255934,False,0.324,0.11,9,-19.78,0,0.0351,0.0847,0.777,0.621,0.0393,123.534,3,focus
0,47360,False,0.294,0.0623,10,-31.21,1,0.0414,0.995,0.869,0.116,0.649,76.249,4,focus
31,116959,False,0.666,0.654,11,-7.627,0,0.0497,0.83,0.864,0.11,0.665,73.975,4,focus
21,452200,False,0.56,0.309,5,-14.849,1,0.0305,0.851,0.915,0.317,0.165,119.869,4,focus
12,360241,False,0.0565,0.381,5,-18.776,1,0.0518,0.897,0.926,0.108,0.062,64.945,4,focus
48,129973,False,0.406,0.671,6,-9.169,0,0.0387,0.0897,0.964,0.121,0.232,94.942,3,focus
64,117984,False,0.888,0.245,10,-9.639,0,0.0831,0.653,0.829,0.207,0.453,113.957,4,focus
10,441172,False,0.304,0.477,4,-14.788,1,0.0356,0.0771,0.9,0.121,0.0639,111.855,4,focus
9,287391,False,0.568,0.625,9,-10.322,1,0.034,0.0315,0.829,0.145,0.28,94.971,4,focus
51,547133,False,0.599,0.406,4,-19.881,0,0.0368,0.822,0.933,0.112,0.326,134.762,4,focus
43,340813,False,0.687,0.505,9,-12.141,0,0.0494,0.0959,0.9,0.0888,0.677,114.775,4,focus
44,247729,False,0.337,0.309,2,-15.671,0,0.035,0.973,0.961,0.0636,0.0356,113.48,4,focus
0,124760,False,0.471,0.0519,9,-16.87,1,0.0408,0.993,0.976,0.0863,0.336,72.931,4,focus
8,324000,False,0.155,0.0869,11,-28.956,1,0.0374,0.685,0.877,0.0974,0.0341,134.499,4,focus
25,410693,False,0.399,0.242,3,-21.4,1,0.0615,0.57,0.89,0.113,0.494,91.246,4,focus
8,219733,False,0.8,0.483,5,-14.525,1,0.0776,0.0986,0.864,0.0934,0.119,89.879,4,focus
0,307920,False,0.145,0.135,7,-16.841,1,0.0429,0.978,0.971,0.323,0.0535,77.975,3,focus
16,263146,False,0.538,0.44,1,-17.82,1,0.0381,0.719,0.895,0.106,0.407,90.782,4,focus
28,127467,False,0.115,0.43,2,-26.167,1,0.06,0.879,0.978,0.119,0.362,95.325,4,focus
49,243613,False,0.678,0.586,4,-7.698,0,0.0328,0.268,0.781,0.0779,0.37,104.971,4,focus
36,421680,False,0.812,0.529,9,-10.572,1,0.0432,0.158,0.929,0.109,0.0582,122.012,4,focus
7,456533,False,0.346,0.142,10,-18.243,1,0.0353,0.992,0.932,0.138,0.405,89.674,4,focus
42,176253,False,0.473,0.361,7,-12.468,1,0.0293,0.732,0.922,0.584,0.246,95.012,4,focus
60,139384,False,0.576,0.405,10,-15.585,0,0.0433,0.779,0.93,0.0972,0.133,130.057,4,focus
51,483000,False,0.717,0.465,3,-13.036,0,0.0405,0.259,0.922,0.145,0.534,104.995,4,focus
10,129226,False,0.118,0.494,1,-17.073,1,0.0856,6.07e-05,0.938,0.904,0.0441,59.135,4,focus
48,175706,False,0.281,0.443,6,-12.56,0,0.0322,0.699,0.92,0.155,0.055,97.833,3,focus
1,204666,False,0.138,0.173,7,-17.603,1,0.0371,0.955,0.928,0.161,0.159,100.657,4,focus
44,181431,False,0.699,0.409,1,-11.486,0,0.0412,0.303,0.936,0.107,0.624,120.012,4,focus
21,226993,False,0.503,0.59,7,-6.093,1,0.062,0.812,0.81,0.0903,0.532,150.06,3,focus
45,133333,False,0.579,0.157,3,-19.245,1,0.0572,0.296,0.923,0.11,0.151,143.996,4,focus
36,471320,False,0.599,0.589,8,-10.748,0,0.0313,0.14,0.907,0.169,0.0398,124.0,4,focus
55,219760,False,0.436,0.76,1,-7.906,0,0.0374,0.362,0.955,0.13,0.504,75.012,4,focus
38,161599,False,0.355,0.0592,11,-23.272,1,0.0418,0.97,0.947,0.105,0.374,126.421,4,focus
74,126959,False,0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,4,focus
17,442200,False,0.304,0.228,7,-13.441,1,0.0332,0.886,0.943,0.3,0.0768,109.955,3,focus
32,102250,False,0.587,0.407,11,-12.168,0,0.033,0.699,0.895,0.107,0.513,79.974,4,focus
55,199526,False,0.739,0.548,2,-11.073,0,0.0367,0.129,0.867,0.109,0.175,122.006,4,focus
23,230866,False,0.453,0.151,2,-22.434,1,0.0386,0.947,0.952,0.13,0.551,97.328,4,focus
0,191743,False,0.0885,0.108,1,-9.77,1,0.0421,0.865,0.993,0.292,0.0329,165.323,5,focus
21,290999,False,0.0672,0.0903,9,-23.496,1,0.0401,0.97,0.977,0.093,0.0361,76.042,4,focus
8,404919,False,0.729,0.523,11,-9.958,0,0.0382,3.36e-05,0.926,0.136,0.392,128.076,4,focus
0,167920,False,0.344,0.18,4,-22.637,1,0.0396,0.993,0.931,0.279,0.527,140.086,4,focus
8,361404,False,0.189,0.423,10,-12.079,0,0.0379,0.00668,0.866,0.301,0.0926,135.984,4,focus
48,345005,False,0.157,0.294,9,-17.55,0,0.0405,0.572,0.767,0.108,0.0798,143.949,5,focus
41,91803,False,0.162,0.212,0,-17.912,1,0.0343,0.407,0.584,0.0717,0.0631,110.273,4,focus
4,397013,False,0.37,0.091,10,-23.86,1,0.0476,0.995,0.929,0.144,0.6,135.595,3,focus
65,90539,False,0.512,0.394,9,-10.202,0,0.0263,0.0149,0.901,0.309,0.083,80.522,4,focus
55,73266,False,0.0,0.0445,0,-26.44,0,0.0,0.972,0.972,0.0873,0.0,0.0,0,focus
33,100500,False,0.669,0.444,10,-16.759,1,0.0427,0.0542,0.887,0.132,0.364,140.859,4,focus
44,193733,False,0.611,0.525,7,-9.683,1,0.0354,0.767,0.799,0.112,0.299,113.946,4,focus
5,308199,False,0.465,0.568,2,-8.231,1,0.0339,0.00427,0.871,0.109,0.0273,95.012,4,focus
49,388153,False,0.704,0.448,1,-16.847,1,0.0454,0.228,0.913,0.107,0.231,120.009,4,focus
13,269624,False,0.521,0.298,8,-10.272,1,0.159,0.974,0.909,0.234,0.487,105.178,1,focus
49,183666,False,0.235,0.365,7,-13.863,1,0.0356,0.927,0.907,0.17,0.126,91.187,3,focus
17,150866,False,0.522,0.352,4,-15.697,0,0.0295,0.656,0.942,0.157,0.584,81.92,4,focus
42,98250,False,0.558,0.33,11,-17.237,0,0.0299,0.862,0.946,0.112,0.328,160.088,4,focus
5,151886,False,0.477,0.429,7,-6.943,1,0.0322,0.0217,0.888,0.477,0.272,156.033,4,focus
0,169622,False,0.306,0.661,10,-30.445,0,0.049,0.773,0.923,0.886,0.037,148.871,3,focus
60,157648,False,0.551,0.695,0,-9.444,1,0.0336,0.299,0.82,0.108,0.15,100.233,4,focus
49,306373,False,0.102,0.581,5,-9.61,1,0.0394,7.19e-05,0.88,0.297,0.171,79.765,3,focus
34,479840,False,0.355,0.336,6,-14.443,1,0.0278,0.00706,0.666,0.12,0.127,105.513,4,focus
14,126400,False,0.244,0.75,1,-14.828,1,0.0902,1.09e-05,0.912,0.0835,0.233,110.904,4,focus
10,246728,False,0.673,0.407,11,-15.875,1,0.0432,0.0142,0.836,0.0964,0.0395,107.017,4,focus
61,410186,False,0.282,0.547,2,-8.621,1,0.0322,0.03,0.888,0.104,0.133,151.468,4,focus
6,96133,False,0.57,0.177,7,-18.339,1,0.0488,0.963,0.917,0.156,0.515,96.075,1,focus
52,245306,False,0.589,0.365,9,-14.291,1,0.0284,0.874,0.905,0.101,0.192,110.023,4,focus
8,442624,False,0.73,0.508,0,-14.023,1,0.0573,0.0019,0.882,0.107,0.0382,128.001,4,focus
54,363333,False,0.152,0.842,9,-5.783,0,0.0418,0.00347,0.912,0.115,0.283,95.49,4,focus
0,228000,False,0.162,0.797,4,-7.936,0,0.085,0.788,0.943,0.796,0.00973,126.964,4,focus
22,86588,False,0.605,0.334,8,-16.557,1,0.0315,0.287,0.834,0.0896,0.113,144.997,4,focus
33,156000,False,0.0,8e-05,3,-15.066,1,0.0,0.00181,0.984,0.569,0.0,0.0,0,focus
56,168461,False,0.632,0.56,4,-11.366,1,0.0308,0.373,0.856,0.0723,0.388,104.013,4,focus
45,338381,False,0.108,0.184,2,-20.725,0,0.0374,0.172,0.856,0.684,0.0365,91.683,3,focus
7,624373,False,0.725,0.556,0,-11.026,0,0.0432,0.206,0.904,0.0942,0.345,120.006,4,focus
55,109948,False,0.726,0.357,10,-8.727,1,0.044,0.862,0.915,0.134,0.644,85.046,4,focus
64,156306,False,0.259,0.583,2,-9.489,1,0.0418,0.0249,0.978,0.328,0.24,111.153,4,focus
9,90053,False,0.448,0.113,9,-22.262,1,0.0501,0.979,0.878,0.1,0.792,125.6,4,focus
46,219014,False,0.429,0.59,2,-9.673,1,0.0403,0.0219,0.905,0.141,0.0503,134.255,4,focus
0,120000,False,0.38,0.997,4,-18.346,0,0.0438,0.935,0.862,0.945,0.0142,83.767,5,focus
40,281333,False,0.168,0.408,4,-11.23,0,0.0339,0.0149,0.897,0.125,0.128,140.704,4,focus
20,85526,False,0.402,0.467,5,-16.433,1,0.0467,0.957,0.907,0.11,0.284,150.587,3,focus
23,141176,False,0.608,0.15,10,-20.03,0,0.0703,0.482,0.924,0.094,0.519,83.865,4,focus
26,163920,False,0.186,0.0678,3,-26.542,1,0.0393,0.815,0.925,0.132,0.0421,65.528,4,focus
54,100946,False,0.528,0.00779,1,-23.281,1,0.091,0.993,0.959,0.151,0.48,131.447,4,focus
23,291440,False,0.444,0.208,0,-16.165,0,0.0333,0.81,0.903,0.087,0.093,120.172,4,focus
64,157812,False,0.648,0.573,10,-9.921,0,0.0352,0.244,0.746,0.0906,0.0764,112.004,4,focus
61,207335,False,0.808,0.403,0,-13.878,0,0.04,0.707,0.929,0.193,0.513,131.952,4,focus
58,214786,False,0.226,0.303,0,-10.866,0,0.0374,0.897,0.878,0.162,0.094,66.727,4,focus
51,182845,False,0.138,0.628,2,-16.991,0,0.0513,0.686,0.982,0.873,1e-05,139.633,4,focus
30,163813,False,0.57,0.454,2,-7.613,0,0.0987,0.881,0.889,0.0983,0.381,101.476,4,focus
9,301546,False,0.59,0.341,0,-18.156,1,0.0282,0.851,0.92,0.109,0.158,110.012,3,focus
9,385000,False,0.0921,0.288,0,-21.392,1,0.0487,0.783,0.913,0.11,0.0253,75.063,4,focus
40,232549,False,0.54,0.461,10,-9.427,0,0.0341,0.236,0.531,0.0865,0.107,89.995,4,focus
28,360228,False,0.727,0.482,7,-8.113,0,0.0854,0.00213,0.8,0.0923,0.071,75.027,4,focus
27,293333,False,0.465,0.204,2,-20.792,0,0.0291,0.856,0.944,0.0868,0.137,96.106,4,focus
28,415813,False,0.545,0.415,5,-16.586,0,0.0324,0.809,0.89,0.108,0.145,105.993,4,focus
31,92265,False,0.182,0.332,1,-39.625,0,0.0437,0.869,0.981,0.964,1e-05,57.282,3,focus
13,395720,False,0.31,0.329,2,-15.955,1,0.049,0.146,0.889,0.111,0.0352,111.923,4,focus
7,134360,False,0.713,0.694,4,-8.52,0,0.0833,0.624,0.851,0.101,0.0362,129.869,4,focus
48,196440,False,0.617,0.675,9,-4.898,1,0.0241,0.619,0.884,0.38,0.335,110.066,4,focus
12,238906,False,0.589,0.427,5,-13.527,1,0.0295,0.804,0.905,0.124,0.376,99.648,4,focus
25,196213,False,0.236,0.108,0,-16.376,0,0.0369,0.861,0.934,0.127,0.0631,119.983,3,focus
82,231723,False,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,4,focus
10,399330,False,0.0888,0.18,4,-20.332,0,0.0457,0.488,0.918,0.261,0.0305,78.826,4,focus
21,154626,False,0.332,0.246,2,-14.859,1,0.0319,0.919,0.94,0.344,0.0901,89.744,4,focus
46,210426,False,0.16,0.0985,4,-25.284,0,0.0463,0.497,0.936,0.11,0.0321,131.018,3,focus
38,135383,False,0.676,0.314,4,-14.606,0,0.078,0.957,0.931,0.187,0.498,135.006,4,focus
41,134000,False,0.22,0.272,2,-17.48,1,0.0326,0.954,0.977,0.116,0.0385,91.731,4,focus
38,386186,False,0.216,0.199,6,-18.43,0,0.032,0.948,0.981,0.0904,0.052,101.935,3,focus
36,415759,False,0.596,0.586,0,-12.245,0,0.0348,0.394,0.886,0.0537,0.621,132.023,4,focus
49,130572,False,0.345,0.512,7,-11.576,0,0.0343,0.938,0.888,0.126,0.242,110.148,4,focus
38,235756,False,0.641,0.343,8,-9.06,1,0.0527,0.692,0.88,0.114,0.345,148.2,4,focus
11,257666,False,0.326,0.564,11,-14.337,1,0.086,0.769,0.896,0.0958,0.489,187.433,3,focus
23,250559,False,0.164,0.606,2,-8.459,1,0.0362,0.00103,0.697,0.336,0.0978,88.339,4,focus
14,231533,False,0.406,0.754,6,-9.114,1,0.0467,0.00562,0.965,0.116,0.0812,84.971,4,focus
54,184000,False,0.685,0.319,5,-14.189,1,0.0569,0.657,0.931,0.156,0.151,127.001,4,focus
23,85835,False,0.588,0.361,8,-17.179,1,0.321,0.968,0.941,0.157,0.462,79.969,4,focus
52,264022,False,0.72,0.572,7,-12.665,0,0.0446,0.693,0.95,0.1,0.0382,120.005,3,focus
10,452173,False,0.42,0.317,10,-14.851,0,0.0951,0.00313,0.808,0.11,0.0331,171.705,5,focus
22,302185,False,0.0,0.224,8,-10.224,1,0.0,0.142,0.986,0.411,0.0,0.0,0,focus
18,146400,False,0.256,0.481,5,-10.635,1,0.0989,0.392,0.845,0.296,0.0642,114.732,3,focus
51,156280,False,0.435,0.28,9,-23.598,0,0.0352,0.976,0.932,0.0805,0.547,163.981,4,focus
21,192280,False,0.114,0.465,0,-9.851,0,0.0925,0.933,0.949,0.977,0.0432,59.266,4,focus
58,214786,False,0.226,0.303,0,-10.866,0,0.0374,0.897,0.878,0.162,0.094,66.727,4,focus
40,379386,False,0.802,0.385,10,-11.813,0,0.0803,0.0514,0.938,0.109,0.311,123.003,4,focus
52,180990,False,0.0758,0.485,2,-16.907,0,0.0502,0.768,0.947,0.861,1e-05,83.482,4,focus
35,128750,False,0.693,0.191,0,-14.817,1,0.0618,0.0683,0.744,0.0911,0.41,82.004,4,focus
45,192786,False,0.698,0.46,9,-15.919,0,0.0448,0.839,0.884,0.136,0.205,95.0,4,focus
0,148656,False,0.694,0.373,7,-13.988,1,0.139,0.677,0.95,0.129,0.309,134.194,4,focus
21,110383,False,0.38,0.552,8,-11.259,1,0.0398,0.000406,0.912,0.0815,0.0362,140.228,4,focus
0,191376,False,0.188,0.482,0,-5.502,0,0.034,0.0415,0.954,0.0724,0.229,159.616,1,focus
22,82746,False,0.327,0.492,1,-14.419,1,0.0499,0.776,0.96,0.101,0.246,76.568,3,focus
20,108777,False,0.225,0.257,0,-16.993,0,0.0443,0.992,0.901,0.165,0.295,220.084,4,focus
63,173161,False,0.482,0.234,7,-22.993,1,0.0379,0.995,0.943,0.101,0.593,95.657,4,focus
47,154283,False,0.159,0.487,9,-13.086,0,0.0491,0.0332,0.867,0.135,0.0328,77.44,5,focus
17,137000,False,0.0665,0.415,0,-4.905,1,0.167,0.00102,0.901,0.295,0.173,180.463,4,focus
0,155135,False,0.687,0.342,1,-12.378,0,0.0409,0.523,0.93,0.35,0.169,105.318,4,focus
27,145600,False,0.656,0.308,8,-9.244,1,0.208,0.596,0.919,0.156,0.334,74.996,4,focus
24,412291,False,0.711,0.34,2,-15.098,0,0.0495,0.0863,0.884,0.0855,0.31,160.144,4,focus
44,511011,False,0.52,0.37,8,-15.211,1,0.0292,0.0101,0.849,0.0743,0.0375,144.963,4,focus
8,441000,False,0.543,0.614,6,-13.445,1,0.0759,0.54,0.949,0.107,0.232,127.803,4,focus
19,395035,False,0.293,0.584,7,-7.605,1,0.0593,0.0611,0.929,0.11,0.0574,129.667,4,focus
6,544725,False,0.137,0.145,1,-29.299,1,0.0482,0.833,0.933,0.121,0.0387,142.221,4,focus
33,240001,False,0.0594,0.685,10,-21.644,0,0.137,4.04e-05,0.984,0.218,0.0302,72.232,5,focus
12,436493,False,0.781,0.38,10,-15.588,0,0.0451,0.204,0.934,0.109,0.0946,124.88,4,focus
33,205264,False,0.206,0.198,5,-19.292,1,0.0395,0.945,0.971,0.0782,0.0364,63.648,4,focus
44,110454,False,0.64,0.506,11,-11.432,0,0.0396,0.436,0.913,0.108,0.46,87.975,4,focus
56,144149,False,0.75,0.354,6,-16.664,1,0.165,0.416,0.791,0.119,0.21,127.761,5,focus
26,133500,False,0.586,0.115,7,-20.442,1,0.0563,0.836,0.926,0.11,0.885,179.941,4,focus
11,161333,False,0.699,0.279,0,-14.1,1,0.159,0.71,0.882,0.104,0.404,179.961,4,focus
58,207187,False,0.645,0.371,6,-13.141,0,0.0586,0.782,0.882,0.633,0.131,128.002,4,focus
62,72000,False,0.345,0.68,2,-10.64,1,0.0288,0.573,0.984,0.192,0.151,100.001,4,focus
44,184000,False,0.808,0.331,10,-13.345,1,0.0401,0.612,0.894,0.103,0.305,119.937,4,focus
39,294750,False,0.334,0.794,10,-5.019,0,0.219,0.0499,0.804,0.131,0.0772,75.862,5,focus
0,198388,False,0.0849,0.177,6,-27.363,1,0.0482,0.752,0.92,0.112,0.0455,85.435,4,focus
10,737013,False,0.4,0.00129,6,-14.489,1,0.0549,0.912,0.934,0.106,0.548,123.994,4,focus
35,507141,False,0.152,0.399,4,-8.259,1,0.0602,0.938,0.87,0.2,0.0365,135.296,5,focus
41,159066,False,0.18,0.118,2,-18.705,1,0.0508,0.977,0.98,0.0777,0.0673,60.753,4,focus
18,276586,False,0.703,0.647,3,-7.974,1,0.0374,0.264,0.911,0.11,0.32,119.983,4,focus
42,136311,False,0.759,0.408,1,-11.09,0,0.279,0.612,0.805,0.105,0.124,72.035,4,focus
46,150533,False,0.356,0.199,2,-14.521,0,0.0332,0.0563,0.822,0.255,0.0686,109.844,4,focus
39,166500,False,0.621,0.481,0,-8.568,1,0.03,0.471,0.935,0.125,0.324,79.988,4,focus
24,153720,False,0.556,0.494,2,-9.875,1,0.0403,0.72,0.91,0.215,0.908,131.212,4,focus
12,143683,False,0.394,0.527,4,-9.964,0,0.0415,0.127,0.889,0.267,0.567,117.675,4,focus
84,290616,False,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,4,focus
33,223477,False,0.6,0.185,1,-16.663,1,0.0281,0.567,0.928,0.1,0.344,155.912,4,focus
44,216151,False,0.16,0.458,0,-28.19,0,0.0602,0.904,0.973,0.481,0.00122,111.234,4,focus
14,269040,False,0.0938,0.151,2,-20.418,0,0.038,0.917,0.959,0.11,0.038,79.952,4,focus
36,312357,False,0.202,0.638,7,-6.781,0,0.0378,0.00483,0.884,0.0662,0.146,94.329,4,focus
21,431293,False,0.0821,0.396,5,-16.562,1,0.0446,0.817,0.986,0.871,0.0385,76.362,3,focus
44,296250,False,0.755,0.612,1,-11.407,1,0.0683,0.829,0.924,0.11,0.662,120.007,4,focus
20,129826,False,0.666,0.622,2,-10.632,1,0.0323,0.442,0.954,0.131,0.593,99.977,3,focus
20,401400,False,0.186,0.0625,10,-25.221,1,0.0364,0.768,0.883,0.108,0.134,79.939,4,focus
51,119013,False,0.259,0.29,9,-17.231,0,0.0289,0.939,0.887,0.0944,0.186,177.267,4,focus
0,316518,False,0.213,0.591,2,-4.845,1,0.0382,0.976,0.915,0.165,0.0629,88.024,3,focus
52,155088,False,0.876,0.422,7,-8.237,0,0.173,0.75,0.84,0.102,0.459,124.971,4,focus
